001,17.862300,-66.296809,4,1,1,1,f
002,17.870821,-66.495211,4,1,1,1,f
003,17.869401,-66.255679,4,1,1,1,f
004,17.877454,-66.484271,4,1,1,1,f
005,17.875939,-66.271139,4,1,1,1,f
006,17.875635,-66.186269,4,2,1,1,f
007,17.881414,-66.476198,4,2,1,1,f
008,17.879485,-66.266370,4,2,1,1,f
009,17.877939,-66.158413,4,1,2,1,f
010,17.877434,-66.124001,4,1,2,1,f
011,17.878377,-66.157463,4,1,1,1,f
012,17.879503,-66.111237,4,1,1,1,f
013,17.885812,-66.502076,4,1,1,1,f
014,17.886508,-66.486030,4,1,1,1,f
015,17.887684,-66.507237,4,2,1,1,f
016,17.882955,-66.130985,4,2,1,1,f
017,17.889272,-66.192656,4,1,1,1,f
018,17.891448,-66.125190,4,2,1,1,f
019,17.905827,-66.443778,4,1,2,1,f
020,17.908747,-66.494679,4,1,2,1,f
021,17.908785,-66.106990,4,1,2,1,f
022,17.914907,-66.248848,4,2,1,1,f
023,17.921581,-66.405815,4,2,1,1,f
024,17.926579,-66.089251,4,2,1,1,f
025,17.935013,-66.171181,4,2,1,1,f
026,17.936139,-66.064570,4,2,1,1,f
027,17.942299,-66.024378,4,2,1,1,f
028,17.944526,-66.081883,4,2,1,1,f
029,17.947100,-66.226651,4,1,1,1,f
030,17.948953,-65.987478,4,1,2,1,f
031,17.955261,-66.045387,4,2,1,1,f
032,17.958235,-66.003829,4,1,2,1,f
033,17.969012,-65.971101,4,2,1,1,f
034,17.974565,-65.922421,4,2,1,1,f
035,17.982455,-65.907662,4,1,2,1,f
036,18.005644,-65.861968,4,2,1,1,f
037,18.016231,-65.819322,4,1,2,1,f
038,18.023949,-65.822014,4,1,1,1,f
039,18.053543,-65.810157,4,2,1,1,f
040,18.057628,-65.811499,4,2,1,1,f
041,18.058546,-65.812426,4,1,2,1,f
042,18.064574,-65.794857,4,1,1,1,f
043,18.065967,-65.797192,4,1,2,1,f
044,18.073728,-65.466289,4,1,2,1,f
045,18.073816,-65.397882,4,1,1,1,f
046,18.078262,-65.542159,4,1,1,1,f
047,18.079339,-65.477028,4,1,2,1,f
048,18.084866,-65.713318,4,1,2,1,f
049,18.083644,-65.616605,4,1,1,1,f
050,18.080856,-65.388302,4,1,1,1,f
051,18.081703,-65.409515,4,1,2,1,f
052,18.088070,-65.742518,4,1,1,1,f
053,18.085676,-65.578345,4,2,1,1,f
054,18.086570,-65.577856,4,1,2,1,f
055,18.088607,-65.616510,4,2,1,1,f
056,18.092883,-65.707034,4,1,2,1,f
057,18.088919,-65.361246,4,1,1,1,f
058,18.091109,-65.430082,4,1,1,1,f
059,18.090336,-65.388580,4,1,1,1,f
060,18.092464,-65.454590,4,2,1,1,f
061,18.096213,-65.638543,4,2,1,1,f
062,18.098369,-65.711179,4,2,1,1,f
063,18.094641,-65.474835,4,1,1,1,f
064,18.097555,-65.612091,4,2,1,1,f
065,18.098813,-65.658314,4,2,1,1,f
066,18.100115,-65.681414,4,1,1,1,f
067,18.096226,-65.389875,4,1,1,1,f
068,18.101756,-65.620033,4,1,2,1,f
069,18.096249,-65.319577,4,1,1,1,f
070,18.098224,-65.328500,4,1,2,1,f
071,18.104424,-65.643578,4,1,1,1,f
072,18.105530,-65.629399,4,2,1,1,f
073,18.100091,-65.308174,4,2,1,1,f
074,18.111573,-65.771347,4,1,1,1,f
075,18.105396,-65.397708,4,1,2,1,f
